count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,,,
5,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/tca/GHAYE83?src=19,Banner Software Engineer,TCA Consulting Group,,,,,,
6,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10271304/666872?src=19,Java Developer for Fulltime at  NC,,,,,,,
7,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/adclblok/96967?src=19,HPC Architecture and Performance Engineer - 83027,Lawrence Berkeley National Laboratory,Berkeley,,,,,
8,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10124549/NJ-TSA-CO?src=19,Technical Support Analyst,Atlantic Partners,Greenwood Village,,,,,
9,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110945/4607?src=19,Sr. Enterprise Systems Engineer,Noblis,Fort Washington,,,,,
10,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/compexpr/573165?src=19,Mobile Software Engineer,The CEI Group,San Diego,,,,,
11,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10209903/641250?src=19,Java Developer,O2 Technologies,Bristol,,,,,
12,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10205111/605744?src=19,UI Developer / iOS Graphic Designer,Camelot Integrated Solutions Inc,Houston,,,,,
13,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/booz/J3K59D632SMHMPGGXL3?src=19,System Integration Technician,,,,,,,
14,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10451878/701239?src=19,Mid-Level Software Engineer (ASP.Net,,,,,,,
15,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110945/4977?src=19,Ruby on Rails Developer,Noblis,Virginia,,,,,
16,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTL134863/2016-48797-15804057?src=19,Software Test Engineer I,MorphoTrak - Anaheim (CA),Morgantown,10/18/16,,,,
17,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115700c/488367?src=19,Software Test Engineer,Randstad Technologies,NY,10/18/16,,,,
18,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10117623/2082?src=19,Senior Data Scientist,comScore,Portland,,,,,
19,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/itca001/16-08263?src=19,Remote IRT/RTSM Support Specialist,Ascent,Audubon,,,,,
20,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/usts/736055?src=19,Scientific Application Support Specialist,U.S. Tech Solutions Inc.,San Diego,,,,,
21,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10116882/LD-TECHCNT?src=19,Technical Content Developer- Permanent Opportunity,Sound Business Solutions,Coventry,,,,,
22,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/yohbot/1080011?src=19,Senior Service Desk Technicians- Remediation Job,Yoh,,,,,,
23,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTL75488/10001884?src=19,Senior Software Engineer,,,,,,,
24,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10500898/729258?src=19,DevOps Engineer,Primelending A Plainscapital Co,Dallas,,,,,
25,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/16023957?src=19,Cyber Software Engineer 2,NORTHROP GRUMMAN,Herndon,,,,,
26,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10202825/519193?src=19,Senior Network Engineer,San Manuel Band of Mission Indians,Highland,,,,,
27,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90913413/SR-16-01127?src=19,Sr. Software Developer,Central Point Partners,Richmond,,,,,
28,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/JP8-128823992?src=19,Software Architect - $130-160 K DOE!,CyberCoders,Reston,,,,,
29,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110945/4914?src=19,Project Engineer - Acquisition,Noblis,Chantilly,,,,,
30,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10221428/shUIse13?src=19,Senior UI Developer,Tektree Systems Inc.,New York City,,,,,
31,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/softwinc/Softworld_2222-960?src=19,Windows Systems Administrator,Softworld Inc,Triangle,,,,,
32,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110945/4711?src=19,Sr. Cyber Software Engineer w/Polygraph (CLOUD ANALYTICS),Noblis,Annapolis Junction,,,,,
33,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10109419/1575131?src=19,Enterprise Network Support Engineer,Hewlett Packard Enterprise Company,Alpharetta,,,,,
34,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/softwinc/Softworld_2222-761?src=19,Linux Systems Administrator,Softworld Inc,New York,,,,,
35,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10411514/KC349?src=19,Sr. Reporting Analyst,Kavaliro,Washington,,,,,
36,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10156811/247827BRDIC?src=19,Process Improvement Consultant Sr,PNC,Pittsburgh,,,,,
37,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/armada/7798?src=19,Distributed Systems Engineer,The Armada Group,Redwood City,,,,,
38,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/jobtblok/95530131?src=19,HPC Engineer Opportunities,UNIVERSITY OF VIRGINIA,Charlottesville,,,,,
39,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110945/4415?src=19,Entry-Level Ruby on Rails Developer,Noblis,Virginia,,,,,
40,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/yohbot/1080687?src=19,Senior Windows Engineer Job,Yoh,,,,,,
41,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/rhalfint/02720-0008871787?src=19,Business Systems Analyst,Robert Half Technology,Edison,,,,,
42,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10195552/11-01709?src=19,Sr. Network Engineer,Kaztronix,Washington,,,,,
43,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cxcnetut/16-03376?src=19,Mobile Game Developer,ConsultNet,,,,,,
44,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/16023223?src=19,Experienced Opto Mechanical Engineer,NORTHROP GRUMMAN,Devens,,,,,
45,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/netapbot/40810BRDIC?src=19,Software Engineer - Web Applications - SolidFire,NetApp,Boulder,,,,,
46,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10125679/6089?src=19,QA PERFORMANCE TESTER,First Tier Technology LLC.,Jersey City,,,,,
47,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/DA3-130572174?src=19,Software Engineer,CyberCoders,Redwood City,,,,,
48,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/NEXIL001/381?src=19,Quantitative C++ Software Engineer Developer Programmer/Analyst - G,Next Step Systems,New York,,,,,
49,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/CXGALXYS/2016-7203?src=19,Sr. Java Developer,Galaxy Systems,,,,,,
50,709,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Other+Scientific+Disciplines&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10112156/GDH_37603-724?src=19,Senior Windows/Linux validation technician,GDH Consulting,Hillsboro,,,,,
count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,,,
1,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/alphacon/16-01487?src=19,Biostatistician with Clinical Experience,Alpha Consulting Corp.,Jersey City,,,,,
2,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10113940/16418-1?src=19,SAP and Analytics advisor with a background in statistics or advanced mathematics,E Business Staffing,Dallas,,,,,
3,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/NNG-119917240?src=19,Data Scientist - Junior-Senior Levels!,CyberCoders,Los Angeles,,,,,
4,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/opensyst/31151?src=19,Quant Researcher,Open Systems Technologies,New York,,,,,
5,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10122051/4723?src=19,Fraud and Abuse Investigator - Analytics,1199SEIU Family of Funds,NY,,,,,
6,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ittb6/16-08375?src=19,Data Scientist,IT Trailblazers,,,,,,
7,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTL432449/SASprog?src=19,SAS Analyst / Programmer,BIS Consulting Inc.,San Jose,,,,,
8,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10230037/MSPAC0010?src=19,Data Analyst,Mavensoft Technologies,,,,,,
9,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10124635/16-02540?src=19,Data Analyst,Kinetix Technology,Rockville,,,,,
10,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/SK-130601978?src=19,Data Scientist - Analytics,,,,,,,
11,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/GL1-128088256?src=19,Director of Customer Analytics - Strategic thought leader,CyberCoders,El Segundo,,,,,
12,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10333482/729864?src=19,VP of Analytics,Lawrence Harvey,New York,,,,,
13,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/80124351/724941?src=19,Success Advocate (tech support / trainer),reTECH Solutions Inc.,elgin,,,,,
14,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90833617/676377?src=19,GBS Consulting By Degrees Analytics Consultant,Louisiana Economic Development,Baton Rouge,,,,,
15,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90941473/741464?src=19,DATA SCIENTIST,HonorVet Technologies,SunnyVale,,,,,
16,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/RK3-132215511?src=19,Technical Business Analyst - Statistics skills,CyberCoders,White Plains,,,,,
17,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/itca001/16-08029?src=19,Data Scientist,Ascent,San Jose,,,,,
18,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/RK3-130810564?src=19,Technical Business Analyst - Statistics skills,CyberCoders,White Plains,,,,,
19,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90767815/675141?src=19,Algo Quant Strategist,Konnect Partners,Jersey City,,,,,
20,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/SM7-131394426?src=19,Technical Product Manager -Cyber Security Sector!!,CyberCoders,Washington,,,,,
21,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10271870/422637?src=19,Sr Data Scientist,Professional Insight,Atlanta,,,,,
22,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10123851/4929?src=19,Test Software Engineer (4929),Embedded Resource Group,,,,,,
23,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90833617/732438?src=19,Lead Java Developer,Louisiana Economic Development,Monroe,,,,,
24,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/TRIADW/14306?src=19,Senior Software Engineer - Data and Analytics,TRIAD Group,Seattle,,,,,
25,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10366547/616375?src=19,Lead Node.js Software Engineer / Architect (up to $160k,,,,,,,
26,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10474433/3128?src=19,Biostatistician,ICON Technical Network,Denver,,,,,
27,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90833617/690935?src=19,Application Developer - Big Data Tools - Python,Louisiana Economic Development,Baton Rouge,,,,,
28,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10125751/686713?src=19,Data Scientist,M2 Resources Inc,New York,,,,,
29,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10284629/632712?src=19,Research & Development Engineer,Silvus Technologies,,,,,,
30,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX185ffb/INF-16-00280?src=19,Data Analytics SME,Truven Health Analytics,Ann Arbor,,,,,
31,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10229311/729892?src=19,Data Analyst-Visualization,School Innovations & Achievement,El Dorado Hills,,,,,
32,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10154347/725394?src=19,Mid-Level Data Analyst (Federal Government),TCG,Washington,,,,,
33,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/NG-131927721?src=19,Sr Machine Learning Scientist,CyberCoders,San Carlos,,,,,
34,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90833617/700446?src=19,Quality Assurance Specialist (SRF 1804) Seat #970,Louisiana Economic Development,Bossier City,,,,,
35,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10114776/SMA00005?src=19,Supervisor,,,,,,,
36,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115369/NFLDS-539?src=19,Lead Data Scientist - ML,,,,,,,
37,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90833617/740905?src=19,Business Analyst,Louisiana Economic Development,Baton Rouge,,,,,
38,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/gsc/16-01252n?src=19,AML Optimization Statistician,RMS Computer Corporation,Tampa,,,,,
39,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTL941989/723113?src=19,Data Engineer,Tufts University,Medford,,,,,
40,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/tlink/695437?src=19,Data Analytics,TechLink Systems,,,,,,
41,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10119083/DataScienceRsi?src=19,Data Scientist,Genesys Infotech,Mountain View,,,,,
42,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/RE1-131004261?src=19,Machine Learning Scientist,CyberCoders,Lexington,,,,,
43,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90833617/741806?src=19,Healthcare Data Analyst,Louisiana Economic Development,Lafayette,,,,,
44,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10294321/BHJOB2052_12449?src=19,Data Scientist - Insights - BHJOB2052_12449,Visionaire Partners,ATLANTA,,,,,
45,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10108150/DY_Data_Science?src=19,Data Scientist,Intelliswift Software Inc,Sunnyvale,,,,,
46,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/atstaff/5738201?src=19,Data Analyst I,Advanced Software Talent,South San Francisco,,,,,
47,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/SM7-131443441?src=19,Technical Product Manager -Cyber Security Sector!!,CyberCoders,Dallas,,,,,
48,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10341964/556699?src=19,//CA-Bay Area//  DATA SCIENTIST [ No C2C- 00 ],PMC,Belmont,,,,,
49,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10122753/93768?src=19,Data Engineer,Ciber,Pontiac,,,,,
50,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10111560/16-03182?src=19,Statistician w/ experience in medical device or pharma clinical trials,iTech Solutions,,,,,,
count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,,,
1,1231,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Computer+Science&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/alphacon/16-01097?src=19,Scientific Application Support with LES,,,,,,,
2,1231,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Computer+Science&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX16acee/ESF528?src=19,UX/UI Designer,ExpertHiring,Naples,,,,,
3,1231,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Computer+Science&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/zycron/HD_Coppell?src=19,Tier II Technical Support,Zycron,,,,,,
4,1231,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Computer+Science&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/fastoh/MM35138?src=19,Business Analyst,Fast Switch,,,,,,
5,1231,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Computer+Science&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX16eb0e/710532?src=19,Senior Firmware Engineer,Open Access Technology International,,,,,,
6,1231,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Computer+Science&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/kforcecx/ITWQG1571617?src=19,Java Developer,Kforce Inc.,Irving,,,,,
7,1231,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Computer+Science&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/kforcecx/ITAQG1564335?src=19,Data Reporting Programmer / Analyst,Kforce Inc.,New London,,,,,
8,1231,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Computer+Science&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10113579/580689?src=19,Business Analyst,Matlen Silver Group,Charlotte,,,,,
9,1231,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Computer+Science&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/kforcecx/ITEQG1571507?src=19,Technical Support Analyst III,Kforce Inc.,Baltimore,,,,,
10,1231,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Computer+Science&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/kforcecx/ITWQG1553083?src=19,Java Software Engineer,Kforce Inc.,San Diego,,,,,
11,1231,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Computer+Science&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/tuscany/729545?src=19,Information Technology Internal Audit Supervisor,Tuscany Enterprises,Livonia,,,,,
