count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,
12,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/iconma/ENG23473?src=19,Production/Application Support Engineer,ICONMA,O Fallon,,,
13,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX150674/4730461?src=19,Data Analyst,CCAF,Oakland,,,
14,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10511897/696130?src=19,Java Lead with Data Visualization exp - Opportunity with $ Billion company!!!,Lotus Technology Professionals,San Francisco,,,
15,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX1923b6/717009?src=19,VP,,,,,
16,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10124617/PRI-SCCMDESKNJ?src=19,SCCM Desktop Engineer,Perennial Resources International,Parsippany,,,
17,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10228513/16-05886?src=19,Data Architect,Genuent,,,,
18,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10125211/736870?src=19,Market Research Analyst,Salient Corp,Horseheads,,,
19,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10106153/D5628639?src=19,IT Data Analyst,iSpace,,,,
20,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/snibot/J3J64N66PW65KYL87YY?src=19,Microsoft Dynamics Business Analyst,SNI Companies dba SNI Technology,Jacksonville,,,
21,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10119541/MSQAF?src=19,SR.QA Analyst,IFLOWSOFT Solutions Inc.,Parsippany,,,
22,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cxmnpwr1/FOX_11165214-44?src=19,Data Analyst/Modeler,Experis,New York,,,
23,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10489662/725072?src=19,COSMOS Developer,CODEFORCE 360,Seattle,,,
24,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/tgsnj/120154?src=19,Big Data Architect,Tekmark Global Solutions LLC,Seattle,,,
25,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90903251/726202?src=19,Senior Developer (VB.Net),Next IT Staffing,Cleveland,,,
26,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10106525/24161192000019212?src=19,Programmer/Systems Integrator,Deloitte,Arlington,,,
27,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10116608/14928?src=19,Senior Data Warehouse Engineer 14928,Camber Corporation,Daleville,,,
28,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10112649/S-106?src=19,.NET Developer,Entelli Consulting LLC,Chicago,,,
29,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/objectwi/PI_DF_SA1?src=19,SAS Visual Analytics / Enterprise Guide (EG) Developer,ObjectWin Technology Inc,Sherman Oaks,,,
30,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10123851/4809?src=19,Senior Research Engineer - Machine Learning (4809r),Embedded Resource Group,,,,
31,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10216736/US33YADD_BH1166410?src=19,ABAP Programmer,Kelly Services,Saginaw,,,
32,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10215771/NY002?src=19,Technical Customer Service Representative,Green Key Resources,New York,,,
33,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10106768/29878?src=19,IBM InfoSphere MDM Programmer,World Technologies,,,,
34,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/htcinc/719639?src=19,Data Analytics Consultant,HTC Global Services,,,,
35,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/rhalfint/03200-9500206476?src=19,Database Developer great corporate culture!,Robert Half Technology,Charlotte,,,
36,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/appblok/1609_680304_0?src=19,UI Web Developer - US Telecommute,UnitedHealth Group,Hartford,,,
37,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10106525/24203712000007842?src=19,Cyber Security - Cyber Threat Senior Consultant,Deloitte,McLean,,,
38,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10112231/oaH53fwJ?src=19,Senior SQL Server Engineer,InfoReliance Corporation,Fort Huachuca,,,
39,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10209855/590471?src=19,Senior Big Data Architect,Daugherty Business Solutions,Saint Louis,,,
40,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90940991/BBA000015879375?src=19,SQL Analyst for Itasca,,,,,
41,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cxvolt/J3H40X6324B5H5P1R51?src=19,Full Stack ASP.NET Developers (C# JS JQuery BootStrap LINQ SQL),Volt,Poway,,,
42,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/kforcecx/ITWQG1538484?src=19,Java (Microservices) Technical Manager,Kforce Inc.,San Diego,,,
43,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/sis/40892?src=19,Business Analyst,SIS-Systems Integration Solutions,,,,
44,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/atrilogy/614453?src=19,SDET II,Atrilogy Solutions Group,,,,
45,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/16016606?src=19,Software Config Analyst 3/4,NORTHROP GRUMMAN,Orlando,,,
46,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110872/7948_WMS_MSN?src=19,HighJump Developer,TeamSoft,Janesville,,,
47,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10208346H/7529_.NET_NJ?src=19,.NET Developer,Collabera,Jersey City,,,
48,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/rhalfint/02310-0008880503?src=19,Web Developer,Robert Half Technology,Plymouth,,,
49,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/itsifl/NPL2016?src=19,Sr. C# Developer,Intellect Technical Solutions,,,,
50,16326,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Structured+Data+%28SQL%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10122941/6881?src=19,IT Business Analyst with Accounting / Payroll,RedRiver Systems L.L.C.,Plano,,,
count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,
1,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/itca001/16-07128?src=19,Project Coordinator,Ascent,Westlake Village,,,
2,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/palmeria/23047?src=19,Computer Operator,Palmer Group,Des Moines,,,
3,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10124418/SciData?src=19,Advanced Analytics Data Scientist,Systems Technology Group Inc. (STG),Auburn Hills,,,
4,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110305/738693?src=19,Technical Analyst - Hyperion,Aptude,,,,
5,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX150674/4730461?src=19,Data Analyst,CCAF,Oakland,,,
6,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10511897/696130?src=19,Java Lead with Data Visualization exp - Opportunity with $ Billion company!!!,Lotus Technology Professionals,San Francisco,,,
7,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX1923b6/717009?src=19,VP,,,,,
8,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10228513/16-05886?src=19,Data Architect,Genuent,,,,
9,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10106153/D5628639?src=19,IT Data Analyst,iSpace,,,,
10,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cxmnpwr1/FOX_11165214-44?src=19,Data Analyst/Modeler,Experis,New York,,,
11,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/tgsnj/120154?src=19,Big Data Architect,Tekmark Global Solutions LLC,Seattle,,,
12,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10116608/14928?src=19,Senior Data Warehouse Engineer 14928,Camber Corporation,Daleville,,,
13,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10286450/5865168?src=19,Software Developer and Test Automation,AptoNet Inc,Middletown,,,
14,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10123851/4809?src=19,Senior Research Engineer - Machine Learning (4809r),Embedded Resource Group,,,,
15,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10216736/US33YADD_BH1166410?src=19,ABAP Programmer,Kelly Services,Saginaw,,,
16,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10106768/29878?src=19,IBM InfoSphere MDM Programmer,World Technologies,,,,
17,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/htcinc/719639?src=19,Data Analytics Consultant,HTC Global Services,,,,
18,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10209855/590471?src=19,Senior Big Data Architect,Daugherty Business Solutions,Saint Louis,,,
19,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/coxga/1612519?src=19,Business Intelligence Team Lead,Cox Automotive,Mission,,,
20,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTL189468/99878982?src=19,Solution Architect,Harmonia,,,,
21,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/atrilogy/614453?src=19,SDET II,Atrilogy Solutions Group,,,,
22,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115700c/512804?src=19,Java Software Engineer,Randstad Technologies,Horsham,,,
23,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10525498/10071?src=19,Senior Oracle DBA,nDimensions,Southfield,,,
24,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10109419/1575221?src=19,Business / Data Analyst Intern,Hewlett Packard Enterprise Company,Roseville,,,
25,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/CANONNY/6167-734?src=19,Sr. Data Security and Compliance Analyst,Canon USA Inc.,Melville,,,
26,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/16020846?src=19,Database Administrator 2 or 3,NORTHROP GRUMMAN,Beavercreek,,,
27,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ndi/564851?src=19,Oracle DBA,eclaro,atlanta,,,
28,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90734387/428135?src=19,Data Analyst/Business Systems Analyst  Data Warehouse,RiTek Solutions,Glen Allen,,,
29,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/16015684?src=19,Cyber Software Engineer 5,NORTHROP GRUMMAN,Annapolis Junction,,,
30,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/kforcecx/ITAQG1566651?src=19,Applications Developer,Kforce Inc.,Jersey City,,,
31,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/370225?src=19,Networking Support Engineer - Amazon Web Services,Amazon,Herndon,,,
32,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/MO1-130806372?src=19,Data Scientist - Machine Learning,,,,,
33,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/16015956?src=19,CIRA CND Analyst,NORTHROP GRUMMAN,Annapolis Junction,,,
34,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10106525/24080322000005782?src=19,Data Management Architecture - Manager,,,,,
35,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/SP-1299547102?src=19,Lead WebSphere Systems Engineer - WebSphere,,,,,
36,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/apexsan/601336?src=19,Full Stack C#/.NET Developer - NoSQL,Apex Systems,,,,
37,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/mitchmar1/MITCA000J75?src=19,Jr. IT Analyst,Mitchell Martin,Berkeley Heights,,,
38,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115700c/505422?src=19,Application Support Analyst,Randstad Technologies,Woodridge,,,
39,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/418441?src=19,Software Development Engineer,Amazon,New York,,,
40,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/infotny/16-01160JR?src=19,Steel Cloud DevOps Engineer,DIVERSANT,,,,
41,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90940991/BBA000013610425?src=19,Senior Technical Consultant - ETL Developer,Bebee Affinity Social Network,Lafayette,,,
42,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115329/0002536034?src=19,IP/Microwave Backhaul Network Engineer II,GTS,,,,
43,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90955654/720208?src=19,SQL/SSRS Developer,EPE Innovations,Dallas,,,
44,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10486611/379627?src=19,Data Architect,TOP Consulting,Columbus,,,
45,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10117699/728829?src=19,Data Analyst,Tech Mahindra (Americas) Inc.,Mountain View,,,
46,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10111524/699384?src=19,SQL Developer(need only locals 10+ years required),Halcyon Solutions,,,,
47,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10103170/US_EN_6_21701_53348396?src=19,Data Analytics Consultant,Modis,Basking Ridge,,,
48,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10294321/BHJOB2052_12151?src=19,Business Intelligence (BI) Engineer w/ Cloud - BHJOB2052_12151,Visionaire Partners,Atlanta,,,
49,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115700c/511804?src=19,Data Analyst- BI,Randstad Technologies,Los Angeles,,,
50,7088,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Unstructured+Data+%283-5+top+NoSQL+DBs%29&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10112072/MTA_PM251_SS?src=19,Project manager,V Group Inc,New York City,,,
count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,
1,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10340106/2013-1076?src=19,Technical Operations Specialist: Brokerage Systems (IL),IBG,,,,
2,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10410997/SM0236?src=19,Revenue Manager,Ommeher Inc.,San Francisco,,,
3,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/80117484/4732127?src=19,Mechanical Engineer,Accriva Diagnostic,San Diego,,,
4,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10122753/94623?src=19,Datawarehousing Project Manager,Ciber,Quincy,,,
5,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110992/540045?src=19,Firmware Development Manager-0947,Xpeerant Inc.,Colorado Springs,,,
6,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10198232/D-102?src=19,Jr Java Developers,Xceltech Corporation,Vienna,,,
7,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/infotny/15-09974JL?src=19,C++ Developer,DIVERSANT,,,,
8,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/CVTY/27745004286371345?src=19,Medical Claim Analytics- Project Lead,Aetna,New Albany,,,
9,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10167781/741466?src=19,Marketing Specialist,XPAND Corporation,Herndon,,,
10,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/aces/00019640753?src=19,Informatica,Cognizant Technology Solutions,Irvine,,,
